Notes,State,State Code,Year,Year Code,UCD - Drug/Alcohol Induced,UCD - Drug/Alcohol Induced Code,Deaths,Population,Crude Rate
,Pennsylvania,42,2019,2019,Drug-induced causes,D,4475,12801989,35
Total,Pennsylvania,42,2019,2019,,,4475,12801989,35
,Pennsylvania,42,2020,2020,Drug-induced causes,D,5284,12783254,41.3
Total,Pennsylvania,42,2020,2020,,,5284,12783254,41.3
Total,Pennsylvania,42,,,,,56754,277318500,20.5
,Rhode Island,44,1999,1999,Drug-induced causes,D,61,1040402,5.9
Total,Rhode Island,44,1999,1999,,,61,1040402,5.9
,Rhode Island,44,2000,2000,Drug-induced causes,D,76,1048319,7.2
Total,Rhode Island,44,2000,2000,,,76,1048319,7.2
,Rhode Island,44,2001,2001,Drug-induced causes,D,116,1057142,11
Total,Rhode Island,44,2001,2001,,,116,1057142,11
,Rhode Island,44,2002,2002,Drug-induced causes,D,112,1065995,10.5
Total,Rhode Island,44,2002,2002,,,112,1065995,10.5
,Rhode Island,44,2003,2003,Drug-induced causes,D,157,1071342,14.7
Total,Rhode Island,44,2003,2003,,,157,1071342,14.7
,Rhode Island,44,2004,2004,Drug-induced causes,D,109,1074579,10.1
Total,Rhode Island,44,2004,2004,,,109,1074579,10.1
,Rhode Island,44,2005,2005,Drug-induced causes,D,163,1067916,15.3
Total,Rhode Island,44,2005,2005,,,163,1067916,15.3
,Rhode Island,44,2006,2006,Drug-induced causes,D,179,1063096,16.8
Total,Rhode Island,44,2006,2006,,,179,1063096,16.8
,Rhode Island,44,2007,2007,Drug-induced causes,D,142,1057315,13.4
Total,Rhode Island,44,2007,2007,,,142,1057315,13.4
,Rhode Island,44,2008,2008,Drug-induced causes,D,193,1055003,18.3
Total,Rhode Island,44,2008,2008,,,193,1055003,18.3
,Rhode Island,44,2009,2009,Drug-induced causes,D,168,1053646,15.9
Total,Rhode Island,44,2009,2009,,,168,1053646,15.9
,Rhode Island,44,2010,2010,Drug-induced causes,D,176,1052567,16.7
Total,Rhode Island,44,2010,2010,,,176,1052567,16.7
,Rhode Island,44,2011,2011,Drug-induced causes,D,193,1051302,18.4
Total,Rhode Island,44,2011,2011,,,193,1051302,18.4
,Rhode Island,44,2012,2012,Drug-induced causes,D,201,1050292,19.1
Total,Rhode Island,44,2012,2012,,,201,1050292,19.1
,Rhode Island,44,2013,2013,Drug-induced causes,D,252,1051511,24
Total,Rhode Island,44,2013,2013,,,252,1051511,24
,Rhode Island,44,2014,2014,Drug-induced causes,D,253,1055173,24
Total,Rhode Island,44,2014,2014,,,253,1055173,24
,Rhode Island,44,2015,2015,Drug-induced causes,D,318,1056298,30.1
Total,Rhode Island,44,2015,2015,,,318,1056298,30.1
,Rhode Island,44,2016,2016,Drug-induced causes,D,330,1056426,31.2
Total,Rhode Island,44,2016,2016,,,330,1056426,31.2
,Rhode Island,44,2017,2017,Drug-induced causes,D,322,1059639,30.4
Total,Rhode Island,44,2017,2017,,,322,1059639,30.4
,Rhode Island,44,2018,2018,Drug-induced causes,D,328,1057315,31
Total,Rhode Island,44,2018,2018,,,328,1057315,31
,Rhode Island,44,2019,2019,Drug-induced causes,D,312,1059361,29.5
Total,Rhode Island,44,2019,2019,,,312,1059361,29.5
,Rhode Island,44,2020,2020,Drug-induced causes,D,407,1057125,38.5
Total,Rhode Island,44,2020,2020,,,407,1057125,38.5
Total,Rhode Island,44,,,,,4568,23261764,19.6
,South Carolina,45,1999,1999,Drug-induced causes,D,168,3974682,4.2
Total,South Carolina,45,1999,1999,,,168,3974682,4.2
,South Carolina,45,2000,2000,Drug-induced causes,D,289,4012012,7.2
Total,South Carolina,45,2000,2000,,,289,4012012,7.2
,South Carolina,45,2001,2001,Drug-induced causes,D,265,4064995,6.5
Total,South Carolina,45,2001,2001,,,265,4064995,6.5
,South Carolina,45,2002,2002,Drug-induced causes,D,238,4107795,5.8
Total,South Carolina,45,2002,2002,,,238,4107795,5.8
,South Carolina,45,2003,2003,Drug-induced causes,D,310,4150297,7.5
Total,South Carolina,45,2003,2003,,,310,4150297,7.5
,South Carolina,45,2004,2004,Drug-induced causes,D,383,4210921,9.1
Total,South Carolina,45,2004,2004,,,383,4210921,9.1
,South Carolina,45,2005,2005,Drug-induced causes,D,486,4270150,11.4
Total,South Carolina,45,2005,2005,,,486,4270150,11.4
,South Carolina,45,2006,2006,Drug-induced causes,D,641,4357847,14.7
Total,South Carolina,45,2006,2006,,,641,4357847,14.7
,South Carolina,45,2007,2007,Drug-induced causes,D,584,4444110,13.1
Total,South Carolina,45,2007,2007,,,584,4444110,13.1
,South Carolina,45,2008,2008,Drug-induced causes,D,588,4528996,13
Total,South Carolina,45,2008,2008,,,588,4528996,13
,South Carolina,45,2009,2009,Drug-induced causes,D,631,4589872,13.7
Total,South Carolina,45,2009,2009,,,631,4589872,13.7
,South Carolina,45,2010,2010,Drug-induced causes,D,697,4625364,15.1
Total,South Carolina,45,2010,2010,,,697,4625364,15.1
,South Carolina,45,2011,2011,Drug-induced causes,D,641,4679230,13.7
Total,South Carolina,45,2011,2011,,,641,4679230,13.7
,South Carolina,45,2012,2012,Drug-induced causes,D,611,4723723,12.9
Total,South Carolina,45,2012,2012,,,611,4723723,12.9
,South Carolina,45,2013,2013,Drug-induced causes,D,648,4774839,13.6
Total,South Carolina,45,2013,2013,,,648,4774839,13.6
,South Carolina,45,2014,2014,Drug-induced causes,D,726,4832482,15
Total,South Carolina,45,2014,2014,,,726,4832482,15
,South Carolina,45,2015,2015,Drug-induced causes,D,793,4896146,16.2
Total,South Carolina,45,2015,2015,,,793,4896146,16.2
,South Carolina,45,2016,2016,Drug-induced causes,D,927,4961119,18.7
Total,South Carolina,45,2016,2016,,,927,4961119,18.7
,South Carolina,45,2017,2017,Drug-induced causes,D,1052,5024369,20.9
Total,South Carolina,45,2017,2017,,,1052,5024369,20.9
,South Carolina,45,2018,2018,Drug-induced causes,D,1195,5084127,23.5
Total,South Carolina,45,2018,2018,,,1195,5084127,23.5
,South Carolina,45,2019,2019,Drug-induced causes,D,1181,5148714,22.9
Total,South Carolina,45,2019,2019,,,1181,5148714,22.9
,South Carolina,45,2020,2020,Drug-induced causes,D,1804,5218040,34.6
Total,South Carolina,45,2020,2020,,,1804,5218040,34.6
Total,South Carolina,45,,,,,14858,100679830,14.8
,South Dakota,46,1999,1999,Drug-induced causes,D,20,750412,2.7
Total,South Dakota,46,1999,1999,,,20,750412,2.7
,South Dakota,46,2000,2000,Drug-induced causes,D,25,754844,3.3
Total,South Dakota,46,2000,2000,,,25,754844,3.3
,South Dakota,46,2001,2001,Drug-induced causes,D,25,757972,3.3
Total,South Dakota,46,2001,2001,,,25,757972,3.3
,South Dakota,46,2002,2002,Drug-induced causes,D,24,760020,3.2
Total,South Dakota,46,2002,2002,,,24,760020,3.2
,South Dakota,46,2003,2003,Drug-induced causes,D,25,763729,3.3
Total,South Dakota,46,2003,2003,,,25,763729,3.3
,South Dakota,46,2004,2004,Drug-induced causes,D,51,770396,6.6
Total,South Dakota,46,2004,2004,,,51,770396,6.6
,South Dakota,46,2005,2005,Drug-induced causes,D,47,775493,6.1
Total,South Dakota,46,2005,2005,,,47,775493,6.1
,South Dakota,46,2006,2006,Drug-induced causes,D,43,783033,5.5
Total,South Dakota,46,2006,2006,,,43,783033,5.5
,South Dakota,46,2007,2007,Drug-induced causes,D,34,791623,4.3
Total,South Dakota,46,2007,2007,,,34,791623,4.3
,South Dakota,46,2008,2008,Drug-induced causes,D,57,799124,7.1
Total,South Dakota,46,2008,2008,,,57,799124,7.1
,South Dakota,46,2009,2009,Drug-induced causes,D,51,807067,6.3
Total,South Dakota,46,2009,2009,,,51,807067,6.3
,South Dakota,46,2010,2010,Drug-induced causes,D,48,814180,5.9
Total,South Dakota,46,2010,2010,,,48,814180,5.9
,South Dakota,46,2011,2011,Drug-induced causes,D,60,824082,7.3
Total,South Dakota,46,2011,2011,,,60,824082,7.3
,South Dakota,46,2012,2012,Drug-induced causes,D,45,833354,5.4
Total,South Dakota,46,2012,2012,,,45,833354,5.4
,South Dakota,46,2013,2013,Drug-induced causes,D,57,844877,6.7
Total,South Dakota,46,2013,2013,,,57,844877,6.7
,South Dakota,46,2014,2014,Drug-induced causes,D,70,853175,8.2
Total,South Dakota,46,2014,2014,,,70,853175,8.2
,South Dakota,46,2015,2015,Drug-induced causes,D,72,858469,8.4
Total,South Dakota,46,2015,2015,,,72,858469,8.4
,South Dakota,46,2016,2016,Drug-induced causes,D,75,865454,8.7
Total,South Dakota,46,2016,2016,,,75,865454,8.7
,South Dakota,46,2017,2017,Drug-induced causes,D,81,869666,9.3
Total,South Dakota,46,2017,2017,,,81,869666,9.3
,South Dakota,46,2018,2018,Drug-induced causes,D,59,882235,6.7
Total,South Dakota,46,2018,2018,,,59,882235,6.7
,South Dakota,46,2019,2019,Drug-induced causes,D,90,884659,10.2
Total,South Dakota,46,2019,2019,,,90,884659,10.2
,South Dakota,46,2020,2020,Drug-induced causes,D,86,892717,9.6
Total,South Dakota,46,2020,2020,,,86,892717,9.6
Total,South Dakota,46,,,,,1145,17936581,6.4
,Tennessee,47,1999,1999,Drug-induced causes,D,374,5638706,6.6
Total,Tennessee,47,1999,1999,,,374,5638706,6.6
,Tennessee,47,2000,2000,Drug-induced causes,D,426,5689283,7.5
Total,Tennessee,47,2000,2000,,,426,5689283,7.5
,Tennessee,47,2001,2001,Drug-induced causes,D,469,5750789,8.2
Total,Tennessee,47,2001,2001,,,469,5750789,8.2
,Tennessee,47,2002,2002,Drug-induced causes,D,524,5795918,9
Total,Tennessee,47,2002,2002,,,524,5795918,9
,Tennessee,47,2003,2003,Drug-induced causes,D,713,5847812,12.2
Total,Tennessee,47,2003,2003,,,713,5847812,12.2
,Tennessee,47,2004,2004,Drug-induced causes,D,822,5910809,13.9
Total,Tennessee,47,2004,2004,,,822,5910809,13.9
,Tennessee,47,2005,2005,Drug-induced causes,D,936,5991057,15.6
Total,Tennessee,47,2005,2005,,,936,5991057,15.6
,Tennessee,47,2006,2006,Drug-induced causes,D,1030,6088766,16.9
Total,Tennessee,47,2006,2006,,,1030,6088766,16.9
,Tennessee,47,2007,2007,Drug-induced causes,D,1035,6175727,16.8
Total,Tennessee,47,2007,2007,,,1035,6175727,16.8
,Tennessee,47,2008,2008,Drug-induced causes,D,977,6247411,15.6
Total,Tennessee,47,2008,2008,,,977,6247411,15.6
,Tennessee,47,2009,2009,Drug-induced causes,D,1000,6306019,15.9
Total,Tennessee,47,2009,2009,,,1000,6306019,15.9
,Tennessee,47,2010,2010,Drug-induced causes,D,1132,6346105,17.8
Total,Tennessee,47,2010,2010,,,1132,6346105,17.8
,Tennessee,47,2011,2011,Drug-induced causes,D,1123,6403353,17.5
Total,Tennessee,47,2011,2011,,,1123,6403353,17.5
,Tennessee,47,2012,2012,Drug-induced causes,D,1221,6456243,18.9
Total,Tennessee,47,2012,2012,,,1221,6456243,18.9
,Tennessee,47,2013,2013,Drug-induced causes,D,1284,6495978,19.8
Total,Tennessee,47,2013,2013,,,1284,6495978,19.8
,Tennessee,47,2014,2014,Drug-induced causes,D,1330,6549352,20.3
Total,Tennessee,47,2014,2014,,,1330,6549352,20.3
,Tennessee,47,2015,2015,Drug-induced causes,D,1546,6600299,23.4
Total,Tennessee,47,2015,2015,,,1546,6600299,23.4
,Tennessee,47,2016,2016,Drug-induced causes,D,1740,6651194,26.2
Total,Tennessee,47,2016,2016,,,1740,6651194,26.2
,Tennessee,47,2017,2017,Drug-induced causes,D,1898,6715984,28.3
Total,Tennessee,47,2017,2017,,,1898,6715984,28.3
,Tennessee,47,2018,2018,Drug-induced causes,D,1950,6770010,28.8
Total,Tennessee,47,2018,2018,,,1950,6770010,28.8
,Tennessee,47,2019,2019,Drug-induced causes,D,2219,6829174,32.5
Total,Tennessee,47,2019,2019,,,2219,6829174,32.5
,Tennessee,47,2020,2020,Drug-induced causes,D,3161,6886834,45.9
Total,Tennessee,47,2020,2020,,,3161,6886834,45.9
Total,Tennessee,47,,,,,26910,138146823,19.5
,Texas,48,1999,1999,Drug-induced causes,D,1250,20558220,6.1
Total,Texas,48,1999,1999,,,1250,20558220,6.1
,Texas,48,2000,2000,Drug-induced causes,D,1211,20851820,5.8
Total,Texas,48,2000,2000,,,1211,20851820,5.8
,Texas,48,2001,2001,Drug-induced causes,D,1522,21319622,7.1
Total,Texas,48,2001,2001,,,1522,21319622,7.1
,Texas,48,2002,2002,Drug-induced causes,D,1780,21690325,8.2
Total,Texas,48,2002,2002,,,1780,21690325,8.2
,Texas,48,2003,2003,Drug-induced causes,D,1985,22030931,9
Total,Texas,48,2003,2003,,,1985,22030931,9
,Texas,48,2004,2004,Drug-induced causes,D,2039,22394023,9.1
Total,Texas,48,2004,2004,,,2039,22394023,9.1
,Texas,48,2005,2005,Drug-induced causes,D,2152,22778123,9.4
Total,Texas,48,2005,2005,,,2152,22778123,9.4
,Texas,48,2006,2006,Drug-induced causes,D,2452,23359580,10.5
Total,Texas,48,2006,2006,,,2452,23359580,10.5
,Texas,48,2007,2007,Drug-induced causes,D,2343,23831983,9.8
Total,Texas,48,2007,2007,,,2343,23831983,9.8
,Texas,48,2008,2008,Drug-induced causes,D,2199,24309039,9
Total,Texas,48,2008,2008,,,2199,24309039,9
,Texas,48,2009,2009,Drug-induced causes,D,2509,24801761,10.1
Total,Texas,48,2009,2009,,,2509,24801761,10.1
,Texas,48,2010,2010,Drug-induced causes,D,2492,25145561,9.9
Total,Texas,48,2010,2010,,,2492,25145561,9.9
,Texas,48,2011,2011,Drug-induced causes,D,2690,25674681,10.5
Total,Texas,48,2011,2011,,,2690,25674681,10.5
,Texas,48,2012,2012,Drug-induced causes,D,2546,26059203,9.8
Total,Texas,48,2012,2012,,,2546,26059203,9.8
,Texas,48,2013,2013,Drug-induced causes,D,2606,26448193,9.9
Total,Texas,48,2013,2013,,,2606,26448193,9.9
,Texas,48,2014,2014,Drug-induced causes,D,2727,26956958,10.1
Total,Texas,48,2014,2014,,,2727,26956958,10.1
,Texas,48,2015,2015,Drug-induced causes,D,2732,27469114,9.9
Total,Texas,48,2015,2015,,,2732,27469114,9.9
,Texas,48,2016,2016,Drug-induced causes,D,2965,27862596,10.6
Total,Texas,48,2016,2016,,,2965,27862596,10.6
,Texas,48,2017,2017,Drug-induced causes,D,3120,28304596,11
Total,Texas,48,2017,2017,,,3120,28304596,11
,Texas,48,2018,2018,Drug-induced causes,D,3163,28701845,11
Total,Texas,48,2018,2018,,,3163,28701845,11
,Texas,48,2019,2019,Drug-induced causes,D,3355,28995881,11.6
Total,Texas,48,2019,2019,,,3355,28995881,11.6
,Texas,48,2020,2020,Drug-induced causes,D,4384,29360759,14.9
Total,Texas,48,2020,2020,,,4384,29360759,14.9
Total,Texas,48,,,,,54222,548904814,9.9
,Utah,49,1999,1999,Drug-induced causes,D,212,2203482,9.6
Total,Utah,49,1999,1999,,,212,2203482,9.6
,Utah,49,2000,2000,Drug-induced causes,D,224,2233169,10
Total,Utah,49,2000,2000,,,224,2233169,10
,Utah,49,2001,2001,Drug-induced causes,D,216,2283715,9.5
Total,Utah,49,2001,2001,,,216,2283715,9.5
,Utah,49,2002,2002,Drug-induced causes,D,300,2324815,12.9
Total,Utah,49,2002,2002,,,300,2324815,12.9
,Utah,49,2003,2003,Drug-induced causes,D,368,2360137,15.6
Total,Utah,49,2003,2003,,,368,2360137,15.6
,Utah,49,2004,2004,Drug-induced causes,D,411,2401580,17.1
Total,Utah,49,2004,2004,,,411,2401580,17.1
,Utah,49,2005,2005,Drug-induced causes,D,481,2457719,19.6
Total,Utah,49,2005,2005,,,481,2457719,19.6
,Utah,49,2006,2006,Drug-induced causes,D,481,2525507,19
Total,Utah,49,2006,2006,,,481,2525507,19
,Utah,49,2007,2007,Drug-induced causes,D,546,2597746,21
Total,Utah,49,2007,2007,,,546,2597746,21
,Utah,49,2008,2008,Drug-induced causes,D,483,2663029,18.1
Total,Utah,49,2008,2008,,,483,2663029,18.1
,Utah,49,2009,2009,Drug-induced causes,D,508,2723421,18.7
Total,Utah,49,2009,2009,,,508,2723421,18.7
,Utah,49,2010,2010,Drug-induced causes,D,457,2763885,16.5
Total,Utah,49,2010,2010,,,457,2763885,16.5
,Utah,49,2011,2011,Drug-induced causes,D,520,2817222,18.5
Total,Utah,49,2011,2011,,,520,2817222,18.5
,Utah,49,2012,2012,Drug-induced causes,D,612,2855287,21.4
Total,Utah,49,2012,2012,,,612,2855287,21.4
,Utah,49,2013,2013,Drug-induced causes,D,612,2900872,21.1
Total,Utah,49,2013,2013,,,612,2900872,21.1
,Utah,49,2014,2014,Drug-induced causes,D,617,2942902,21
Total,Utah,49,2014,2014,,,617,2942902,21
,Utah,49,2015,2015,Drug-induced causes,D,667,2995919,22.3
Total,Utah,49,2015,2015,,,667,2995919,22.3
,Utah,49,2016,2016,Drug-induced causes,D,685,3051217,22.5
Total,Utah,49,2016,2016,,,685,3051217,22.5
,Utah,49,2017,2017,Drug-induced causes,D,691,3101833,22.3
Total,Utah,49,2017,2017,,,691,3101833,22.3
,Utah,49,2018,2018,Drug-induced causes,D,676,3161105,21.4
Total,Utah,49,2018,2018,,,676,3161105,21.4
,Utah,49,2019,2019,Drug-induced causes,D,614,3205958,19.2
Total,Utah,49,2019,2019,,,614,3205958,19.2
,Utah,49,2020,2020,Drug-induced causes,D,658,3249879,20.2
Total,Utah,49,2020,2020,,,658,3249879,20.2
Total,Utah,49,,,,,11039,59820399,18.5
,Vermont,50,1999,1999,Drug-induced causes,D,31,604683,5.1
Total,Vermont,50,1999,1999,,,31,604683,5.1
,Vermont,50,2000,2000,Drug-induced causes,D,37,608827,6.1
Total,Vermont,50,2000,2000,,,37,608827,6.1
,Vermont,50,2001,2001,Drug-induced causes,D,53,612223,8.7
Total,Vermont,50,2001,2001,,,53,612223,8.7
,Vermont,50,2002,2002,Drug-induced causes,D,54,615442,8.8
Total,Vermont,50,2002,2002,,,54,615442,8.8
,Vermont,50,2003,2003,Drug-induced causes,D,73,617858,11.8
Total,Vermont,50,2003,2003,,,73,617858,11.8
,Vermont,50,2004,2004,Drug-induced causes,D,52,619920,8.4
Total,Vermont,50,2004,2004,,,52,619920,8.4
,Vermont,50,2005,2005,Drug-induced causes,D,55,621215,8.9
Total,Vermont,50,2005,2005,,,55,621215,8.9
,Vermont,50,2006,2006,Drug-induced causes,D,83,622892,13.3
Total,Vermont,50,2006,2006,,,83,622892,13.3
,Vermont,50,2007,2007,Drug-induced causes,D,68,623481,10.9
Total,Vermont,50,2007,2007,,,68,623481,10.9
,Vermont,50,2008,2008,Drug-induced causes,D,76,624151,12.2
Total,Vermont,50,2008,2008,,,76,624151,12.2
,Vermont,50,2009,2009,Drug-induced causes,D,57,624817,9.1
Total,Vermont,50,2009,2009,,,57,624817,9.1
,Vermont,50,2010,2010,Drug-induced causes,D,68,625741,10.9
Total,Vermont,50,2010,2010,,,68,625741,10.9
,Vermont,50,2011,2011,Drug-induced causes,D,87,626431,13.9
Total,Vermont,50,2011,2011,,,87,626431,13.9
,Vermont,50,2012,2012,Drug-induced causes,D,81,626011,12.9
Total,Vermont,50,2012,2012,,,81,626011,12.9
,Vermont,50,2013,2013,Drug-induced causes,D,99,626630,15.8
Total,Vermont,50,2013,2013,,,99,626630,15.8
,Vermont,50,2014,2014,Drug-induced causes,D,90,626562,14.4
Total,Vermont,50,2014,2014,,,90,626562,14.4
,Vermont,50,2015,2015,Drug-induced causes,D,111,626042,17.7
Total,Vermont,50,2015,2015,,,111,626042,17.7
,Vermont,50,2016,2016,Drug-induced causes,D,131,624594,21
Total,Vermont,50,2016,2016,,,131,624594,21
,Vermont,50,2017,2017,Drug-induced causes,D,145,623657,23.2
Total,Vermont,50,2017,2017,,,145,623657,23.2
,Vermont,50,2018,2018,Drug-induced causes,D,161,626299,25.7
Total,Vermont,50,2018,2018,,,161,626299,25.7
,Vermont,50,2019,2019,Drug-induced causes,D,142,623989,22.8
Total,Vermont,50,2019,2019,,,142,623989,22.8
,Vermont,50,2020,2020,Drug-induced causes,D,200,623347,32.1
Total,Vermont,50,2020,2020,,,200,623347,32.1
Total,Vermont,50,,,,,1954,13674812,14.3
,Virginia,51,1999,1999,Drug-induced causes,D,391,7000174,5.6
Total,Virginia,51,1999,1999,,,391,7000174,5.6
,Virginia,51,2000,2000,Drug-induced causes,D,441,7078515,6.2
Total,Virginia,51,2000,2000,,,441,7078515,6.2
,Virginia,51,2001,2001,Drug-induced causes,D,503,7198362,7
Total,Virginia,51,2001,2001,,,503,7198362,7
,Virginia,51,2002,2002,Drug-induced causes,D,527,7286873,7.2
Total,Virginia,51,2002,2002,,,527,7286873,7.2
,Virginia,51,2003,2003,Drug-induced causes,D,580,7366977,7.9
Total,Virginia,51,2003,2003,,,580,7366977,7.9
,Virginia,51,2004,2004,Drug-induced causes,D,595,7475575,8
Total,Virginia,51,2004,2004,,,595,7475575,8
,Virginia,51,2005,2005,Drug-induced causes,D,617,7577105,8.1
Total,Virginia,51,2005,2005,,,617,7577105,8.1
,Virginia,51,2006,2006,Drug-induced causes,D,670,7673725,8.7
Total,Virginia,51,2006,2006,,,670,7673725,8.7
,Virginia,51,2007,2007,Drug-induced causes,D,713,7751000,9.2
Total,Virginia,51,2007,2007,,,713,7751000,9.2
,Virginia,51,2008,2008,Drug-induced causes,D,730,7833496,9.3
Total,Virginia,51,2008,2008,,,730,7833496,9.3
,Virginia,51,2009,2009,Drug-induced causes,D,700,7925937,8.8
Total,Virginia,51,2009,2009,,,700,7925937,8.8
,Virginia,51,2010,2010,Drug-induced causes,D,571,8001024,7.1
Total,Virginia,51,2010,2010,,,571,8001024,7.1
,Virginia,51,2011,2011,Drug-induced causes,D,817,8096604,10.1
Total,Virginia,51,2011,2011,,,817,8096604,10.1
,Virginia,51,2012,2012,Drug-induced causes,D,755,8185867,9.2
Total,Virginia,51,2012,2012,,,755,8185867,9.2
,Virginia,51,2013,2013,Drug-induced causes,D,890,8260405,10.8
Total,Virginia,51,2013,2013,,,890,8260405,10.8
,Virginia,51,2014,2014,Drug-induced causes,D,1002,8326289,12
Total,Virginia,51,2014,2014,,,1002,8326289,12
,Virginia,51,2015,2015,Drug-induced causes,D,1070,8382993,12.8
Total,Virginia,51,2015,2015,,,1070,8382993,12.8
,Virginia,51,2016,2016,Drug-induced causes,D,1444,8411808,17.2
Total,Virginia,51,2016,2016,,,1444,8411808,17.2
,Virginia,51,2017,2017,Drug-induced causes,D,1558,8470020,18.4
Total,Virginia,51,2017,2017,,,1558,8470020,18.4
,Virginia,51,2018,2018,Drug-induced causes,D,1502,8517685,17.6
Total,Virginia,51,2018,2018,,,1502,8517685,17.6
,Virginia,51,2019,2019,Drug-induced causes,D,1621,8535519,19
Total,Virginia,51,2019,2019,,,1621,8535519,19
,Virginia,51,2020,2020,Drug-induced causes,D,2331,8590563,27.1
Total,Virginia,51,2020,2020,,,2331,8590563,27.1
Total,Virginia,51,,,,,20028,173946516,11.5
,Washington,53,1999,1999,Drug-induced causes,D,596,5842564,10.2
Total,Washington,53,1999,1999,,,596,5842564,10.2
,Washington,53,2000,2000,Drug-induced causes,D,599,5894121,10.2
Total,Washington,53,2000,2000,,,599,5894121,10.2
,Washington,53,2001,2001,Drug-induced causes,D,547,5985722,9.1
Total,Washington,53,2001,2001,,,547,5985722,9.1
,Washington,53,2002,2002,Drug-induced causes,D,694,6052349,11.5
Total,Washington,53,2002,2002,,,694,6052349,11.5
,Washington,53,2003,2003,Drug-induced causes,D,752,6104115,12.3
Total,Washington,53,2003,2003,,,752,6104115,12.3
,Washington,53,2004,2004,Drug-induced causes,D,888,6178645,14.4
Total,Washington,53,2004,2004,,,888,6178645,14.4
,Washington,53,2005,2005,Drug-induced causes,D,931,6257305,14.9
Total,Washington,53,2005,2005,,,931,6257305,14.9
,Washington,53,2006,2006,Drug-induced causes,D,970,6370753,15.2
Total,Washington,53,2006,2006,,,970,6370753,15.2
,Washington,53,2007,2007,Drug-induced causes,D,1003,6461587,15.5
Total,Washington,53,2007,2007,,,1003,6461587,15.5
,Washington,53,2008,2008,Drug-induced causes,D,1058,6562231,16.1
Total,Washington,53,2008,2008,,,1058,6562231,16.1
,Washington,53,2009,2009,Drug-induced causes,D,1031,6667426,15.5
Total,Washington,53,2009,2009,,,1031,6667426,15.5
,Washington,53,2010,2010,Drug-induced causes,D,962,6724540,14.3
Total,Washington,53,2010,2010,,,962,6724540,14.3
,Washington,53,2011,2011,Drug-induced causes,D,1050,6830038,15.4
Total,Washington,53,2011,2011,,,1050,6830038,15.4
,Washington,53,2012,2012,Drug-induced causes,D,1033,6897012,15
Total,Washington,53,2012,2012,,,1033,6897012,15
,Washington,53,2013,2013,Drug-induced causes,D,1042,6971406,14.9
Total,Washington,53,2013,2013,,,1042,6971406,14.9
,Washington,53,2014,2014,Drug-induced causes,D,1058,7061530,15
Total,Washington,53,2014,2014,,,1058,7061530,15
,Washington,53,2015,2015,Drug-induced causes,D,1189,7170351,16.6
Total,Washington,53,2015,2015,,,1189,7170351,16.6
,Washington,53,2016,2016,Drug-induced causes,D,1212,7288000,16.6
Total,Washington,53,2016,2016,,,1212,7288000,16.6
,Washington,53,2017,2017,Drug-induced causes,D,1309,7405743,17.7
Total,Washington,53,2017,2017,,,1309,7405743,17.7
,Washington,53,2018,2018,Drug-induced causes,D,1319,7535591,17.5
Total,Washington,53,2018,2018,,,1319,7535591,17.5
,Washington,53,2019,2019,Drug-induced causes,D,1416,7614893,18.6
Total,Washington,53,2019,2019,,,1416,7614893,18.6
,Washington,53,2020,2020,Drug-induced causes,D,1896,7693612,24.6
Total,Washington,53,2020,2020,,,1896,7693612,24.6
Total,Washington,53,,,,,22555,147569534,15.3
,West Virginia,54,1999,1999,Drug-induced causes,D,80,1811799,4.4
Total,West Virginia,54,1999,1999,,,80,1811799,4.4
,West Virginia,54,2000,2000,Drug-induced causes,D,122,1808344,6.7
Total,West Virginia,54,2000,2000,,,122,1808344,6.7
,West Virginia,54,2001,2001,Drug-induced causes,D,217,1801481,12
Total,West Virginia,54,2001,2001,,,217,1801481,12
,West Virginia,54,2002,2002,Drug-induced causes,D,237,1805414,13.1
Total,West Virginia,54,2002,2002,,,237,1805414,13.1
,West Virginia,54,2003,2003,Drug-induced causes,D,279,1812295,15.4
Total,West Virginia,54,2003,2003,,,279,1812295,15.4
,West Virginia,54,2004,2004,Drug-induced causes,D,347,1816438,19.1
Total,West Virginia,54,2004,2004,,,347,1816438,19.1
,West Virginia,54,2005,2005,Drug-induced causes,D,197,1820492,10.8
Total,West Virginia,54,2005,2005,,,197,1820492,10.8
,West Virginia,54,2006,2006,Drug-induced causes,D,378,1827912,20.7
Total,West Virginia,54,2006,2006,,,378,1827912,20.7
,West Virginia,54,2007,2007,Drug-induced causes,D,405,1834052,22.1
Total,West Virginia,54,2007,2007,,,405,1834052,22.1
,West Virginia,54,2008,2008,Drug-induced causes,D,468,1840310,25.4
Total,West Virginia,54,2008,2008,,,468,1840310,25.4
,West Virginia,54,2009,2009,Drug-induced causes,D,235,1847775,12.7
Total,West Virginia,54,2009,2009,,,235,1847775,12.7
,West Virginia,54,2010,2010,Drug-induced causes,D,520,1852994,28.1
Total,West Virginia,54,2010,2010,,,520,1852994,28.1
,West Virginia,54,2011,2011,Drug-induced causes,D,645,1855364,34.8
Total,West Virginia,54,2011,2011,,,645,1855364,34.8
,West Virginia,54,2012,2012,Drug-induced causes,D,576,1855413,31
Total,West Virginia,54,2012,2012,,,576,1855413,31
,West Virginia,54,2013,2013,Drug-induced causes,D,583,1854304,31.4
Total,West Virginia,54,2013,2013,,,583,1854304,31.4
,West Virginia,54,2014,2014,Drug-induced causes,D,646,1850326,34.9
Total,West Virginia,54,2014,2014,,,646,1850326,34.9
