STATEFP,YEAR,INDICATOR,VALUE,STATE,STATEABBREVIATION
32,2005,Med_SMAT_fac,9.0,Nevada,NV
33,2005,Med_SMAT_fac,4.0,New Hampshire,NH
34,2005,Med_SMAT_fac,23.0,New Jersey,NJ
35,2005,Med_SMAT_fac,4.0,New Mexico,NM
36,2005,Med_SMAT_fac,176.0,New York,NY
37,2005,Med_SMAT_fac,8.0,North Carolina,NC
39,2005,Med_SMAT_fac,10.0,Ohio,OH
40,2005,Med_SMAT_fac,1.0,Oklahoma,OK
41,2005,Med_SMAT_fac,7.0,Oregon,OR
42,2005,Med_SMAT_fac,34.0,Pennsylvania,PA
44,2005,Med_SMAT_fac,10.0,Rhode Island,RI
45,2005,Med_SMAT_fac,1.0,South Carolina,SC
48,2005,Med_SMAT_fac,2.0,Texas,TX
49,2005,Med_SMAT_fac,3.0,Utah,UT
50,2005,Med_SMAT_fac,3.0,Vermont,VT
53,2005,Med_SMAT_fac,15.0,Washington,WA
55,2005,Med_SMAT_fac,11.0,Wisconsin,WI
00,2005,TMAT_fac,0.0,United States,US
00,2005,Med_TMAT_fac,0.0,United States,US
00,2005,AMAT_fac,0.0,United States,US
00,2005,Med_AMAT_fac,0.0,United States,US
00,2005,HICVT_fac,10775.0,United States,US
01,2005,HICVT_fac,84.0,Alabama,AL
02,2005,HICVT_fac,51.0,Alaska,AK
04,2005,HICVT_fac,137.0,Arizona,AZ
05,2005,HICVT_fac,37.0,Arkansas,AR
06,2005,HICVT_fac,1479.0,California,CA
08,2005,HICVT_fac,369.0,Colorado,CO
09,2005,HICVT_fac,165.0,Connecticut,CT
10,2005,HICVT_fac,37.0,Delaware,DE
11,2005,HICVT_fac,42.0,District of Columbia,DC
12,2005,HICVT_fac,458.0,Florida,FL
13,2005,HICVT_fac,165.0,Georgia,GA
15,2005,HICVT_fac,82.0,Hawaii,HI
16,2005,HICVT_fac,55.0,Idaho,ID
17,2005,HICVT_fac,527.0,Illinois,IL
18,2005,HICVT_fac,278.0,Indiana,IN
19,2005,HICVT_fac,86.0,Iowa,IA
20,2005,HICVT_fac,180.0,Kansas,KS
21,2005,HICVT_fac,266.0,Kentucky,KY
22,2005,HICVT_fac,112.0,Louisiana,LA
23,2005,HICVT_fac,167.0,Maine,ME
24,2005,HICVT_fac,299.0,Maryland,MD
25,2005,HICVT_fac,216.0,Massachusetts,MA
26,2005,HICVT_fac,460.0,Michigan,MI
27,2005,HICVT_fac,213.0,Minnesota,MN
28,2005,HICVT_fac,77.0,Mississippi,MS
29,2005,HICVT_fac,188.0,Missouri,MO
30,2005,HICVT_fac,33.0,Montana,MT
31,2005,HICVT_fac,86.0,Nebraska,NE
32,2005,HICVT_fac,55.0,Nevada,NV
33,2005,HICVT_fac,38.0,New Hampshire,NH
34,2005,HICVT_fac,281.0,New Jersey,NJ
35,2005,HICVT_fac,56.0,New Mexico,NM
36,2005,HICVT_fac,913.0,New York,NY
37,2005,HICVT_fac,254.0,North Carolina,NC
38,2005,HICVT_fac,49.0,North Dakota,ND
39,2005,HICVT_fac,366.0,Ohio,OH
40,2005,HICVT_fac,114.0,Oklahoma,OK
41,2005,HICVT_fac,183.0,Oregon,OR
42,2005,HICVT_fac,354.0,Pennsylvania,PA
44,2005,HICVT_fac,48.0,Rhode Island,RI
45,2005,HICVT_fac,74.0,South Carolina,SC
46,2005,HICVT_fac,49.0,South Dakota,SD
47,2005,HICVT_fac,144.0,Tennessee,TN
48,2005,HICVT_fac,442.0,Texas,TX
49,2005,HICVT_fac,97.0,Utah,UT
50,2005,HICVT_fac,29.0,Vermont,VT
51,2005,HICVT_fac,106.0,Virginia,VA
53,2005,HICVT_fac,336.0,Washington,WA
54,2005,HICVT_fac,62.0,West Virginia,WV
55,2005,HICVT_fac,195.0,Wisconsin,WI
56,2005,HICVT_fac,41.0,Wyoming,WY
72,2005,HICVT_fac,140.0,Puerto Rico,PR
00,2005,Med_HICVT_fac,5682.0,United States,US
01,2005,Med_HICVT_fac,39.0,Alabama,AL
02,2005,Med_HICVT_fac,33.0,Alaska,AK
04,2005,Med_HICVT_fac,62.0,Arizona,AZ
05,2005,Med_HICVT_fac,7.0,Arkansas,AR
06,2005,Med_HICVT_fac,415.0,California,CA
08,2005,Med_HICVT_fac,84.0,Colorado,CO
09,2005,Med_HICVT_fac,122.0,Connecticut,CT
10,2005,Med_HICVT_fac,23.0,Delaware,DE
11,2005,Med_HICVT_fac,21.0,District of Columbia,DC
12,2005,Med_HICVT_fac,165.0,Florida,FL
13,2005,Med_HICVT_fac,93.0,Georgia,GA
15,2005,Med_HICVT_fac,13.0,Hawaii,HI
16,2005,Med_HICVT_fac,19.0,Idaho,ID
17,2005,Med_HICVT_fac,250.0,Illinois,IL
18,2005,Med_HICVT_fac,159.0,Indiana,IN
19,2005,Med_HICVT_fac,81.0,Iowa,IA
20,2005,Med_HICVT_fac,100.0,Kansas,KS
21,2005,Med_HICVT_fac,102.0,Kentucky,KY
22,2005,Med_HICVT_fac,29.0,Louisiana,LA
23,2005,Med_HICVT_fac,147.0,Maine,ME
24,2005,Med_HICVT_fac,141.0,Maryland,MD
25,2005,Med_HICVT_fac,144.0,Massachusetts,MA
26,2005,Med_HICVT_fac,307.0,Michigan,MI
27,2005,Med_HICVT_fac,84.0,Minnesota,MN
28,2005,Med_HICVT_fac,60.0,Mississippi,MS
29,2005,Med_HICVT_fac,123.0,Missouri,MO
30,2005,Med_HICVT_fac,24.0,Montana,MT
31,2005,Med_HICVT_fac,67.0,Nebraska,NE
32,2005,Med_HICVT_fac,22.0,Nevada,NV
33,2005,Med_HICVT_fac,21.0,New Hampshire,NH
34,2005,Med_HICVT_fac,125.0,New Jersey,NJ
35,2005,Med_HICVT_fac,38.0,New Mexico,NM
36,2005,Med_HICVT_fac,761.0,New York,NY
37,2005,Med_HICVT_fac,156.0,North Carolina,NC
38,2005,Med_HICVT_fac,21.0,North Dakota,ND
39,2005,Med_HICVT_fac,316.0,Ohio,OH
40,2005,Med_HICVT_fac,41.0,Oklahoma,OK
41,2005,Med_HICVT_fac,116.0,Oregon,OR
42,2005,Med_HICVT_fac,268.0,Pennsylvania,PA
44,2005,Med_HICVT_fac,37.0,Rhode Island,RI
45,2005,Med_HICVT_fac,51.0,South Carolina,SC
46,2005,Med_HICVT_fac,28.0,South Dakota,SD
47,2005,Med_HICVT_fac,83.0,Tennessee,TN
48,2005,Med_HICVT_fac,174.0,Texas,TX
49,2005,Med_HICVT_fac,53.0,Utah,UT
50,2005,Med_HICVT_fac,26.0,Vermont,VT
51,2005,Med_HICVT_fac,35.0,Virginia,VA
53,2005,Med_HICVT_fac,167.0,Washington,WA
54,2005,Med_HICVT_fac,47.0,West Virginia,WV
55,2005,Med_HICVT_fac,149.0,Wisconsin,WI
56,2005,Med_HICVT_fac,31.0,Wyoming,WY
72,2005,Med_HICVT_fac,2.0,Puerto Rico,PR
00,2005,pct_HICVT_fac,1.0,United States,US
01,2005,pct_HICVT_fac,1.0,Alabama,AL
02,2005,pct_HICVT_fac,1.0,Alaska,AK
04,2005,pct_HICVT_fac,1.0,Arizona,AZ
05,2005,pct_HICVT_fac,1.0,Arkansas,AR
06,2005,pct_HICVT_fac,1.0,California,CA
08,2005,pct_HICVT_fac,1.0,Colorado,CO
09,2005,pct_HICVT_fac,1.0,Connecticut,CT
10,2005,pct_HICVT_fac,1.0,Delaware,DE
11,2005,pct_HICVT_fac,1.0,District of Columbia,DC
12,2005,pct_HICVT_fac,1.0,Florida,FL
13,2005,pct_HICVT_fac,1.0,Georgia,GA
15,2005,pct_HICVT_fac,1.0,Hawaii,HI
16,2005,pct_HICVT_fac,1.0,Idaho,ID
17,2005,pct_HICVT_fac,1.0,Illinois,IL
18,2005,pct_HICVT_fac,1.0,Indiana,IN
19,2005,pct_HICVT_fac,1.0,Iowa,IA
20,2005,pct_HICVT_fac,1.0,Kansas,KS
21,2005,pct_HICVT_fac,1.0,Kentucky,KY
22,2005,pct_HICVT_fac,1.0,Louisiana,LA
23,2005,pct_HICVT_fac,1.0,Maine,ME
24,2005,pct_HICVT_fac,1.0,Maryland,MD
25,2005,pct_HICVT_fac,1.0,Massachusetts,MA
26,2005,pct_HICVT_fac,1.0,Michigan,MI
27,2005,pct_HICVT_fac,1.0,Minnesota,MN
28,2005,pct_HICVT_fac,1.0,Mississippi,MS
29,2005,pct_HICVT_fac,1.0,Missouri,MO
30,2005,pct_HICVT_fac,1.0,Montana,MT
31,2005,pct_HICVT_fac,1.0,Nebraska,NE
32,2005,pct_HICVT_fac,1.0,Nevada,NV
33,2005,pct_HICVT_fac,1.0,New Hampshire,NH
34,2005,pct_HICVT_fac,1.0,New Jersey,NJ
35,2005,pct_HICVT_fac,1.0,New Mexico,NM
36,2005,pct_HICVT_fac,1.0,New York,NY
37,2005,pct_HICVT_fac,1.0,North Carolina,NC
38,2005,pct_HICVT_fac,1.0,North Dakota,ND
39,2005,pct_HICVT_fac,1.0,Ohio,OH
40,2005,pct_HICVT_fac,1.0,Oklahoma,OK
41,2005,pct_HICVT_fac,1.0,Oregon,OR
42,2005,pct_HICVT_fac,1.0,Pennsylvania,PA
44,2005,pct_HICVT_fac,1.0,Rhode Island,RI
45,2005,pct_HICVT_fac,1.0,South Carolina,SC
46,2005,pct_HICVT_fac,1.0,South Dakota,SD
47,2005,pct_HICVT_fac,1.0,Tennessee,TN
48,2005,pct_HICVT_fac,1.0,Texas,TX
49,2005,pct_HICVT_fac,1.0,Utah,UT
50,2005,pct_HICVT_fac,1.0,Vermont,VT
51,2005,pct_HICVT_fac,1.0,Virginia,VA
53,2005,pct_HICVT_fac,1.0,Washington,WA
54,2005,pct_HICVT_fac,1.0,West Virginia,WV
55,2005,pct_HICVT_fac,1.0,Wisconsin,WI
56,2005,pct_HICVT_fac,1.0,Wyoming,WY
72,2005,pct_HICVT_fac,1.0,Puerto Rico,PR
00,2006,SA_fac,10970.0,United States,US
01,2006,SA_fac,88.0,Alabama,AL
02,2006,SA_fac,52.0,Alaska,AK
04,2006,SA_fac,140.0,Arizona,AZ
05,2006,SA_fac,37.0,Arkansas,AR
06,2006,SA_fac,1516.0,California,CA
08,2006,SA_fac,365.0,Colorado,CO
09,2006,SA_fac,165.0,Connecticut,CT
10,2006,SA_fac,36.0,Delaware,DE
11,2006,SA_fac,38.0,District of Columbia,DC
12,2006,SA_fac,490.0,Florida,FL
13,2006,SA_fac,165.0,Georgia,GA
15,2006,SA_fac,96.0,Hawaii,HI
16,2006,SA_fac,47.0,Idaho,ID
17,2006,SA_fac,526.0,Illinois,IL
18,2006,SA_fac,296.0,Indiana,IN
19,2006,SA_fac,83.0,Iowa,IA
20,2006,SA_fac,190.0,Kansas,KS
21,2006,SA_fac,255.0,Kentucky,KY
22,2006,SA_fac,106.0,Louisiana,LA
23,2006,SA_fac,164.0,Maine,ME
24,2006,SA_fac,304.0,Maryland,MD
25,2006,SA_fac,221.0,Massachusetts,MA
26,2006,SA_fac,460.0,Michigan,MI
27,2006,SA_fac,224.0,Minnesota,MN
28,2006,SA_fac,77.0,Mississippi,MS
29,2006,SA_fac,208.0,Missouri,MO
30,2006,SA_fac,34.0,Montana,MT
31,2006,SA_fac,88.0,Nebraska,NE
32,2006,SA_fac,52.0,Nevada,NV
33,2006,SA_fac,37.0,New Hampshire,NH
34,2006,SA_fac,274.0,New Jersey,NJ
35,2006,SA_fac,57.0,New Mexico,NM
36,2006,SA_fac,913.0,New York,NY
37,2006,SA_fac,259.0,North Carolina,NC
38,2006,SA_fac,54.0,North Dakota,ND
39,2006,SA_fac,355.0,Ohio,OH
40,2006,SA_fac,128.0,Oklahoma,OK
41,2006,SA_fac,186.0,Oregon,OR
42,2006,SA_fac,359.0,Pennsylvania,PA
44,2006,SA_fac,47.0,Rhode Island,RI
45,2006,SA_fac,76.0,South Carolina,SC
46,2006,SA_fac,51.0,South Dakota,SD
47,2006,SA_fac,157.0,Tennessee,TN
48,2006,SA_fac,430.0,Texas,TX
49,2006,SA_fac,102.0,Utah,UT
50,2006,SA_fac,31.0,Vermont,VT
51,2006,SA_fac,105.0,Virginia,VA
53,2006,SA_fac,379.0,Washington,WA
54,2006,SA_fac,60.0,West Virginia,WV
55,2006,SA_fac,198.0,Wisconsin,WI
56,2006,SA_fac,44.0,Wyoming,WY
72,2006,SA_fac,145.0,Puerto Rico,PR
00,2006,Med_SA_fac,5772.0,United States,US
01,2006,Med_SA_fac,36.0,Alabama,AL
02,2006,Med_SA_fac,39.0,Alaska,AK
04,2006,Med_SA_fac,71.0,Arizona,AZ
05,2006,Med_SA_fac,8.0,Arkansas,AR
06,2006,Med_SA_fac,394.0,California,CA
08,2006,Med_SA_fac,98.0,Colorado,CO
09,2006,Med_SA_fac,123.0,Connecticut,CT
10,2006,Med_SA_fac,27.0,Delaware,DE
11,2006,Med_SA_fac,15.0,District of Columbia,DC
12,2006,Med_SA_fac,162.0,Florida,FL
13,2006,Med_SA_fac,91.0,Georgia,GA
15,2006,Med_SA_fac,17.0,Hawaii,HI
16,2006,Med_SA_fac,17.0,Idaho,ID
17,2006,Med_SA_fac,243.0,Illinois,IL
18,2006,Med_SA_fac,169.0,Indiana,IN
19,2006,Med_SA_fac,77.0,Iowa,IA
20,2006,Med_SA_fac,117.0,Kansas,KS
21,2006,Med_SA_fac,110.0,Kentucky,KY
22,2006,Med_SA_fac,28.0,Louisiana,LA
23,2006,Med_SA_fac,138.0,Maine,ME
24,2006,Med_SA_fac,147.0,Maryland,MD
25,2006,Med_SA_fac,150.0,Massachusetts,MA
26,2006,Med_SA_fac,305.0,Michigan,MI
27,2006,Med_SA_fac,79.0,Minnesota,MN
28,2006,Med_SA_fac,60.0,Mississippi,MS
29,2006,Med_SA_fac,127.0,Missouri,MO
30,2006,Med_SA_fac,25.0,Montana,MT
31,2006,Med_SA_fac,68.0,Nebraska,NE
32,2006,Med_SA_fac,25.0,Nevada,NV
33,2006,Med_SA_fac,19.0,New Hampshire,NH
34,2006,Med_SA_fac,123.0,New Jersey,NJ
35,2006,Med_SA_fac,38.0,New Mexico,NM
36,2006,Med_SA_fac,787.0,New York,NY
37,2006,Med_SA_fac,155.0,North Carolina,NC
38,2006,Med_SA_fac,21.0,North Dakota,ND
39,2006,Med_SA_fac,309.0,Ohio,OH
40,2006,Med_SA_fac,60.0,Oklahoma,OK
41,2006,Med_SA_fac,115.0,Oregon,OR
42,2006,Med_SA_fac,295.0,Pennsylvania,PA
44,2006,Med_SA_fac,37.0,Rhode Island,RI
45,2006,Med_SA_fac,53.0,South Carolina,SC
46,2006,Med_SA_fac,33.0,South Dakota,SD
47,2006,Med_SA_fac,86.0,Tennessee,TN
48,2006,Med_SA_fac,140.0,Texas,TX
49,2006,Med_SA_fac,51.0,Utah,UT
50,2006,Med_SA_fac,28.0,Vermont,VT
51,2006,Med_SA_fac,36.0,Virginia,VA
53,2006,Med_SA_fac,195.0,Washington,WA
54,2006,Med_SA_fac,49.0,West Virginia,WV
55,2006,Med_SA_fac,136.0,Wisconsin,WI
56,2006,Med_SA_fac,34.0,Wyoming,WY
72,2006,Med_SA_fac,6.0,Puerto Rico,PR
00,2006,SMAT_fac,1030.0,United States,US
01,2006,SMAT_fac,18.0,Alabama,AL
02,2006,SMAT_fac,3.0,Alaska,AK
04,2006,SMAT_fac,27.0,Arizona,AZ
05,2006,SMAT_fac,2.0,Arkansas,AR
06,2006,SMAT_fac,119.0,California,CA
08,2006,SMAT_fac,9.0,Colorado,CO
09,2006,SMAT_fac,37.0,Connecticut,CT
10,2006,SMAT_fac,4.0,Delaware,DE
11,2006,SMAT_fac,8.0,District of Columbia,DC
12,2006,SMAT_fac,35.0,Florida,FL
13,2006,SMAT_fac,27.0,Georgia,GA
15,2006,SMAT_fac,4.0,Hawaii,HI
17,2006,SMAT_fac,51.0,Illinois,IL
18,2006,SMAT_fac,13.0,Indiana,IN
19,2006,SMAT_fac,4.0,Iowa,IA
20,2006,SMAT_fac,4.0,Kansas,KS
21,2006,SMAT_fac,7.0,Kentucky,KY
22,2006,SMAT_fac,7.0,Louisiana,LA
23,2006,SMAT_fac,7.0,Maine,ME
24,2006,SMAT_fac,46.0,Maryland,MD
25,2006,SMAT_fac,49.0,Massachusetts,MA
26,2006,SMAT_fac,32.0,Michigan,MI
27,2006,SMAT_fac,9.0,Minnesota,MN
28,2006,SMAT_fac,1.0,Mississippi,MS
29,2006,SMAT_fac,9.0,Missouri,MO
31,2006,SMAT_fac,1.0,Nebraska,NE
32,2006,SMAT_fac,9.0,Nevada,NV
33,2006,SMAT_fac,5.0,New Hampshire,NH
34,2006,SMAT_fac,32.0,New Jersey,NJ
35,2006,SMAT_fac,4.0,New Mexico,NM
36,2006,SMAT_fac,179.0,New York,NY
37,2006,SMAT_fac,19.0,North Carolina,NC
39,2006,SMAT_fac,13.0,Ohio,OH
40,2006,SMAT_fac,7.0,Oklahoma,OK
41,2006,SMAT_fac,11.0,Oregon,OR
42,2006,SMAT_fac,47.0,Pennsylvania,PA
44,2006,SMAT_fac,17.0,Rhode Island,RI
45,2006,SMAT_fac,10.0,South Carolina,SC
47,2006,SMAT_fac,8.0,Tennessee,TN
48,2006,SMAT_fac,67.0,Texas,TX
49,2006,SMAT_fac,7.0,Utah,UT
50,2006,SMAT_fac,5.0,Vermont,VT
51,2006,SMAT_fac,16.0,Virginia,VA
53,2006,SMAT_fac,16.0,Washington,WA
54,2006,SMAT_fac,7.0,West Virginia,WV
55,2006,SMAT_fac,12.0,Wisconsin,WI
72,2006,SMAT_fac,6.0,Puerto Rico,PR
00,2006,Med_SMAT_fac,643.0,United States,US
01,2006,Med_SMAT_fac,2.0,Alabama,AL
02,2006,Med_SMAT_fac,3.0,Alaska,AK
04,2006,Med_SMAT_fac,12.0,Arizona,AZ
06,2006,Med_SMAT_fac,83.0,California,CA
08,2006,Med_SMAT_fac,1.0,Colorado,CO
09,2006,Med_SMAT_fac,35.0,Connecticut,CT
10,2006,Med_SMAT_fac,3.0,Delaware,DE
11,2006,Med_SMAT_fac,5.0,District of Columbia,DC
12,2006,Med_SMAT_fac,13.0,Florida,FL
13,2006,Med_SMAT_fac,5.0,Georgia,GA
15,2006,Med_SMAT_fac,4.0,Hawaii,HI
17,2006,Med_SMAT_fac,29.0,Illinois,IL
18,2006,Med_SMAT_fac,4.0,Indiana,IN
19,2006,Med_SMAT_fac,1.0,Iowa,IA
20,2006,Med_SMAT_fac,1.0,Kansas,KS
23,2006,Med_SMAT_fac,5.0,Maine,ME
24,2006,Med_SMAT_fac,35.0,Maryland,MD
25,2006,Med_SMAT_fac,44.0,Massachusetts,MA
26,2006,Med_SMAT_fac,26.0,Michigan,MI
27,2006,Med_SMAT_fac,2.0,Minnesota,MN
29,2006,Med_SMAT_fac,4.0,Missouri,MO
31,2006,Med_SMAT_fac,1.0,Nebraska,NE
32,2006,Med_SMAT_fac,6.0,Nevada,NV
33,2006,Med_SMAT_fac,4.0,New Hampshire,NH
34,2006,Med_SMAT_fac,26.0,New Jersey,NJ
35,2006,Med_SMAT_fac,2.0,New Mexico,NM
36,2006,Med_SMAT_fac,179.0,New York,NY
37,2006,Med_SMAT_fac,8.0,North Carolina,NC
39,2006,Med_SMAT_fac,9.0,Ohio,OH
40,2006,Med_SMAT_fac,2.0,Oklahoma,OK
41,2006,Med_SMAT_fac,4.0,Oregon,OR
42,2006,Med_SMAT_fac,37.0,Pennsylvania,PA
44,2006,Med_SMAT_fac,10.0,Rhode Island,RI
45,2006,Med_SMAT_fac,2.0,South Carolina,SC
48,2006,Med_SMAT_fac,3.0,Texas,TX
49,2006,Med_SMAT_fac,4.0,Utah,UT
50,2006,Med_SMAT_fac,5.0,Vermont,VT
51,2006,Med_SMAT_fac,1.0,Virginia,VA
53,2006,Med_SMAT_fac,11.0,Washington,WA
55,2006,Med_SMAT_fac,12.0,Wisconsin,WI
00,2006,TMAT_fac,312.0,United States,US
01,2006,TMAT_fac,11.0,Alabama,AL
02,2006,TMAT_fac,1.0,Alaska,AK
04,2006,TMAT_fac,6.0,Arizona,AZ
05,2006,TMAT_fac,1.0,Arkansas,AR
06,2006,TMAT_fac,38.0,California,CA
08,2006,TMAT_fac,4.0,Colorado,CO
09,2006,TMAT_fac,10.0,Connecticut,CT
10,2006,TMAT_fac,4.0,Delaware,DE
11,2006,TMAT_fac,2.0,District of Columbia,DC
12,2006,TMAT_fac,18.0,Florida,FL
13,2006,TMAT_fac,7.0,Georgia,GA
15,2006,TMAT_fac,2.0,Hawaii,HI
17,2006,TMAT_fac,8.0,Illinois,IL
18,2006,TMAT_fac,9.0,Indiana,IN
19,2006,TMAT_fac,1.0,Iowa,IA
20,2006,TMAT_fac,1.0,Kansas,KS
21,2006,TMAT_fac,2.0,Kentucky,KY
22,2006,TMAT_fac,2.0,Louisiana,LA
23,2006,TMAT_fac,5.0,Maine,ME
24,2006,TMAT_fac,15.0,Maryland,MD
25,2006,TMAT_fac,5.0,Massachusetts,MA
26,2006,TMAT_fac,17.0,Michigan,MI
27,2006,TMAT_fac,6.0,Minnesota,MN
28,2006,TMAT_fac,1.0,Mississippi,MS
29,2006,TMAT_fac,3.0,Missouri,MO
31,2006,TMAT_fac,1.0,Nebraska,NE
32,2006,TMAT_fac,5.0,Nevada,NV
33,2006,TMAT_fac,2.0,New Hampshire,NH
34,2006,TMAT_fac,8.0,New Jersey,NJ
35,2006,TMAT_fac,1.0,New Mexico,NM
36,2006,TMAT_fac,31.0,New York,NY
37,2006,TMAT_fac,5.0,North Carolina,NC
39,2006,TMAT_fac,4.0,Ohio,OH
40,2006,TMAT_fac,2.0,Oklahoma,OK
41,2006,TMAT_fac,8.0,Oregon,OR
42,2006,TMAT_fac,11.0,Pennsylvania,PA
44,2006,TMAT_fac,6.0,Rhode Island,RI
45,2006,TMAT_fac,7.0,South Carolina,SC
47,2006,TMAT_fac,2.0,Tennessee,TN
48,2006,TMAT_fac,12.0,Texas,TX
49,2006,TMAT_fac,5.0,Utah,UT
50,2006,TMAT_fac,3.0,Vermont,VT
51,2006,TMAT_fac,8.0,Virginia,VA
53,2006,TMAT_fac,3.0,Washington,WA
54,2006,TMAT_fac,6.0,West Virginia,WV
55,2006,TMAT_fac,3.0,Wisconsin,WI
00,2006,Med_TMAT_fac,151.0,United States,US
02,2006,Med_TMAT_fac,1.0,Alaska,AK
04,2006,Med_TMAT_fac,1.0,Arizona,AZ
06,2006,Med_TMAT_fac,28.0,California,CA
08,2006,Med_TMAT_fac,1.0,Colorado,CO
09,2006,Med_TMAT_fac,8.0,Connecticut,CT
10,2006,Med_TMAT_fac,3.0,Delaware,DE
11,2006,Med_TMAT_fac,1.0,District of Columbia,DC
12,2006,Med_TMAT_fac,2.0,Florida,FL
15,2006,Med_TMAT_fac,2.0,Hawaii,HI
17,2006,Med_TMAT_fac,1.0,Illinois,IL
18,2006,Med_TMAT_fac,1.0,Indiana,IN
23,2006,Med_TMAT_fac,4.0,Maine,ME
24,2006,Med_TMAT_fac,10.0,Maryland,MD
25,2006,Med_TMAT_fac,4.0,Massachusetts,MA
26,2006,Med_TMAT_fac,12.0,Michigan,MI
27,2006,Med_TMAT_fac,1.0,Minnesota,MN
29,2006,Med_TMAT_fac,1.0,Missouri,MO
31,2006,Med_TMAT_fac,1.0,Nebraska,NE
32,2006,Med_TMAT_fac,2.0,Nevada,NV
33,2006,Med_TMAT_fac,1.0,New Hampshire,NH
34,2006,Med_TMAT_fac,7.0,New Jersey,NJ
35,2006,Med_TMAT_fac,1.0,New Mexico,NM
36,2006,Med_TMAT_fac,31.0,New York,NY
39,2006,Med_TMAT_fac,1.0,Ohio,OH
40,2006,Med_TMAT_fac,1.0,Oklahoma,OK
41,2006,Med_TMAT_fac,2.0,Oregon,OR
42,2006,Med_TMAT_fac,9.0,Pennsylvania,PA
44,2006,Med_TMAT_fac,2.0,Rhode Island,RI
45,2006,Med_TMAT_fac,2.0,South Carolina,SC
48,2006,Med_TMAT_fac,1.0,Texas,TX
49,2006,Med_TMAT_fac,2.0,Utah,UT
50,2006,Med_TMAT_fac,3.0,Vermont,VT
51,2006,Med_TMAT_fac,1.0,Virginia,VA
55,2006,Med_TMAT_fac,3.0,Wisconsin,WI
00,2006,AMAT_fac,0.0,United States,US
00,2006,Med_AMAT_fac,0.0,United States,US
00,2006,HICVT_fac,10970.0,United States,US
01,2006,HICVT_fac,88.0,Alabama,AL
02,2006,HICVT_fac,52.0,Alaska,AK
04,2006,HICVT_fac,140.0,Arizona,AZ
05,2006,HICVT_fac,37.0,Arkansas,AR
06,2006,HICVT_fac,1516.0,California,CA
08,2006,HICVT_fac,365.0,Colorado,CO
09,2006,HICVT_fac,165.0,Connecticut,CT
10,2006,HICVT_fac,36.0,Delaware,DE
11,2006,HICVT_fac,38.0,District of Columbia,DC
12,2006,HICVT_fac,490.0,Florida,FL
13,2006,HICVT_fac,165.0,Georgia,GA
15,2006,HICVT_fac,96.0,Hawaii,HI
16,2006,HICVT_fac,47.0,Idaho,ID
17,2006,HICVT_fac,526.0,Illinois,IL
18,2006,HICVT_fac,296.0,Indiana,IN
19,2006,HICVT_fac,83.0,Iowa,IA
20,2006,HICVT_fac,190.0,Kansas,KS
21,2006,HICVT_fac,255.0,Kentucky,KY
22,2006,HICVT_fac,106.0,Louisiana,LA
23,2006,HICVT_fac,164.0,Maine,ME
24,2006,HICVT_fac,304.0,Maryland,MD
25,2006,HICVT_fac,221.0,Massachusetts,MA
26,2006,HICVT_fac,460.0,Michigan,MI
27,2006,HICVT_fac,224.0,Minnesota,MN
28,2006,HICVT_fac,77.0,Mississippi,MS
29,2006,HICVT_fac,208.0,Missouri,MO
30,2006,HICVT_fac,34.0,Montana,MT
31,2006,HICVT_fac,88.0,Nebraska,NE
32,2006,HICVT_fac,52.0,Nevada,NV
33,2006,HICVT_fac,37.0,New Hampshire,NH
34,2006,HICVT_fac,274.0,New Jersey,NJ
35,2006,HICVT_fac,57.0,New Mexico,NM
36,2006,HICVT_fac,913.0,New York,NY
37,2006,HICVT_fac,259.0,North Carolina,NC
38,2006,HICVT_fac,54.0,North Dakota,ND
39,2006,HICVT_fac,355.0,Ohio,OH
40,2006,HICVT_fac,128.0,Oklahoma,OK
41,2006,HICVT_fac,186.0,Oregon,OR
42,2006,HICVT_fac,359.0,Pennsylvania,PA
44,2006,HICVT_fac,47.0,Rhode Island,RI
45,2006,HICVT_fac,76.0,South Carolina,SC
46,2006,HICVT_fac,51.0,South Dakota,SD
47,2006,HICVT_fac,157.0,Tennessee,TN
48,2006,HICVT_fac,430.0,Texas,TX
49,2006,HICVT_fac,102.0,Utah,UT
50,2006,HICVT_fac,31.0,Vermont,VT
51,2006,HICVT_fac,105.0,Virginia,VA
53,2006,HICVT_fac,379.0,Washington,WA
54,2006,HICVT_fac,60.0,West Virginia,WV
55,2006,HICVT_fac,198.0,Wisconsin,WI
56,2006,HICVT_fac,44.0,Wyoming,WY
72,2006,HICVT_fac,145.0,Puerto Rico,PR
00,2006,Med_HICVT_fac,5772.0,United States,US
01,2006,Med_HICVT_fac,36.0,Alabama,AL
02,2006,Med_HICVT_fac,39.0,Alaska,AK
04,2006,Med_HICVT_fac,71.0,Arizona,AZ
05,2006,Med_HICVT_fac,8.0,Arkansas,AR
06,2006,Med_HICVT_fac,394.0,California,CA
08,2006,Med_HICVT_fac,98.0,Colorado,CO
09,2006,Med_HICVT_fac,123.0,Connecticut,CT
10,2006,Med_HICVT_fac,27.0,Delaware,DE
11,2006,Med_HICVT_fac,15.0,District of Columbia,DC
12,2006,Med_HICVT_fac,162.0,Florida,FL
13,2006,Med_HICVT_fac,91.0,Georgia,GA
15,2006,Med_HICVT_fac,17.0,Hawaii,HI
16,2006,Med_HICVT_fac,17.0,Idaho,ID
